<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
USDRUB;60;20170726;010000;59.9820000
USDRUB;60;20170726;020000;60.0237000
USDRUB;60;20170726;030000;59.8477000
USDRUB;60;20170726;040000;59.8549000
USDRUB;60;20170726;050000;59.8408000
USDRUB;60;20170726;060000;59.8796000
USDRUB;60;20170726;070000;59.8890000
USDRUB;60;20170726;080000;59.8886000
USDRUB;60;20170726;090000;59.8865000
USDRUB;60;20170726;100000;59.8827000
USDRUB;60;20170726;110000;59.8710000
USDRUB;60;20170726;120000;59.7806000
USDRUB;60;20170726;130000;59.8571000
USDRUB;60;20170726;140000;59.8820000
USDRUB;60;20170726;150000;59.9918000
USDRUB;60;20170726;160000;59.9325000
USDRUB;60;20170726;170000;59.9505000
USDRUB;60;20170726;180000;59.8309000
USDRUB;60;20170726;190000;59.8078000
USDRUB;60;20170726;200000;59.8850000
USDRUB;60;20170726;210000;59.8220000
USDRUB;60;20170726;220000;59.6955000
USDRUB;60;20170726;230000;59.6665000
USDRUB;60;20170727;000000;59.6785000
USDRUB;60;20170727;010000;59.5670000
USDRUB;60;20170727;020000;59.3715000
USDRUB;60;20170727;030000;59.4129000
USDRUB;60;20170727;040000;59.2703000
USDRUB;60;20170727;050000;59.3430000
USDRUB;60;20170727;060000;59.3864000
USDRUB;60;20170727;070000;59.3918000
USDRUB;60;20170727;080000;59.4248000
USDRUB;60;20170727;090000;59.4105000
USDRUB;60;20170727;100000;59.4482000
USDRUB;60;20170727;110000;59.3414000
USDRUB;60;20170727;120000;59.3659000
USDRUB;60;20170727;130000;59.4560000
USDRUB;60;20170727;140000;59.3808000
USDRUB;60;20170727;150000;59.4530000
USDRUB;60;20170727;160000;59.3606000
USDRUB;60;20170727;170000;59.4142000
USDRUB;60;20170727;180000;59.6091000
USDRUB;60;20170727;190000;59.5149000
USDRUB;60;20170727;200000;59.4017000
USDRUB;60;20170727;210000;59.3871000
USDRUB;60;20170727;220000;59.4912000
USDRUB;60;20170727;230000;59.4782000
USDRUB;60;20170728;000000;59.5753000
USDRUB;60;20170728;010000;59.5105000
USDRUB;60;20170728;020000;59.5177000
USDRUB;60;20170728;030000;59.5292000
USDRUB;60;20170728;040000;59.3950000
USDRUB;60;20170728;050000;59.4267000
USDRUB;60;20170728;060000;59.4648000
USDRUB;60;20170728;070000;59.4790000
USDRUB;60;20170728;080000;59.4890000
USDRUB;60;20170728;090000;59.4890000
USDRUB;60;20170728;100000;59.4890000
USDRUB;60;20170728;110000;59.4788000
USDRUB;60;20170728;120000;59.4468000
USDRUB;60;20170728;130000;59.5380000
USDRUB;60;20170728;140000;59.5603000
USDRUB;60;20170728;150000;59.4400000
USDRUB;60;20170728;160000;59.3872000
USDRUB;60;20170728;170000;59.4748000
USDRUB;60;20170728;180000;59.5180000
USDRUB;60;20170728;190000;59.5762000
USDRUB;60;20170728;200000;59.5349000
USDRUB;60;20170728;210000;59.5944000
USDRUB;60;20170728;220000;59.5068000
USDRUB;60;20170728;230000;59.4768000
USDRUB;60;20170729;000000;59.5472000
USDRUB;60;20170729;010000;59.5081000
USDRUB;60;20170729;020000;59.5245000
USDRUB;60;20170729;030000;59.5133000
USDRUB;60;20170729;040000;59.5376000
USDRUB;60;20170729;050000;59.5408000
USDRUB;60;20170730;230000;59.5490000
USDRUB;60;20170731;000000;59.5610000
USDRUB;60;20170731;010000;59.5610000
USDRUB;60;20170731;020000;59.5453000
USDRUB;60;20170731;030000;59.5504000
USDRUB;60;20170731;040000;59.6000000
USDRUB;60;20170731;050000;59.6993000
USDRUB;60;20170731;060000;59.6500000
USDRUB;60;20170731;070000;59.6179000
USDRUB;60;20170731;080000;59.5414000
USDRUB;60;20170731;090000;59.5290000
USDRUB;60;20170731;100000;59.4716000
USDRUB;60;20170731;110000;59.5155000
USDRUB;60;20170731;120000;59.5683000
USDRUB;60;20170731;130000;59.6020000
USDRUB;60;20170731;140000;60.2856000
USDRUB;60;20170731;150000;60.0641000
USDRUB;60;20170731;160000;59.9553000
USDRUB;60;20170731;170000;60.1439000
USDRUB;60;20170731;180000;60.0835000
USDRUB;60;20170731;190000;60.0755000
USDRUB;60;20170731;200000;60.2180000
USDRUB;60;20170731;210000;60.1580000
USDRUB;60;20170731;220000;60.0253000
USDRUB;60;20170731;230000;59.9750000
USDRUB;60;20170801;000000;59.9135000
USDRUB;60;20170801;010000;59.7016000
USDRUB;60;20170801;020000;59.7813000
USDRUB;60;20170801;030000;59.7556000
USDRUB;60;20170801;040000;59.7412000
USDRUB;60;20170801;050000;59.7936000
USDRUB;60;20170801;060000;59.7910000
USDRUB;60;20170801;070000;59.7495000
USDRUB;60;20170801;080000;59.8084000
USDRUB;60;20170801;090000;59.7449000
USDRUB;60;20170801;100000;59.7888000
USDRUB;60;20170801;110000;59.8168000
USDRUB;60;20170801;120000;59.9207000
USDRUB;60;20170801;130000;59.9330000
USDRUB;60;20170801;140000;59.8746000
USDRUB;60;20170801;150000;59.8793000
USDRUB;60;20170801;160000;59.9125000
USDRUB;60;20170801;170000;60.1173000
USDRUB;60;20170801;180000;60.2763000
USDRUB;60;20170801;190000;60.1451000
USDRUB;60;20170801;200000;60.0620000
USDRUB;60;20170801;210000;60.0337000
USDRUB;60;20170801;220000;60.2640000
USDRUB;60;20170801;230000;60.2549000
USDRUB;60;20170802;000000;60.2140000
USDRUB;60;20170802;010000;60.1976000
USDRUB;60;20170802;020000;60.1955000
USDRUB;60;20170802;030000;60.3233000
USDRUB;60;20170802;040000;60.2522000
USDRUB;60;20170802;050000;60.2618000
USDRUB;60;20170802;060000;60.2625000
USDRUB;60;20170802;070000;60.2530000
USDRUB;60;20170802;080000;60.2888000
USDRUB;60;20170802;090000;60.3229000
USDRUB;60;20170802;100000;60.2870000
USDRUB;60;20170802;110000;60.3137000
USDRUB;60;20170802;120000;60.3060000
USDRUB;60;20170802;130000;60.4560000
USDRUB;60;20170802;140000;60.5695000
USDRUB;60;20170802;150000;60.5504000
USDRUB;60;20170802;160000;60.5750000
USDRUB;60;20170802;170000;60.6205000
USDRUB;60;20170802;180000;60.7035000
USDRUB;60;20170802;190000;60.6400000
USDRUB;60;20170802;200000;60.5765000
USDRUB;60;20170802;210000;60.6989000
USDRUB;60;20170802;220000;60.5929000
USDRUB;60;20170802;230000;60.5760000
USDRUB;60;20170803;000000;60.4520000
USDRUB;60;20170803;010000;60.4675000
USDRUB;60;20170803;020000;60.5374000
USDRUB;60;20170803;030000;60.5315000
USDRUB;60;20170803;040000;60.5158000
USDRUB;60;20170803;050000;60.4965000
USDRUB;60;20170803;060000;60.4928000
USDRUB;60;20170803;070000;60.4873000
USDRUB;60;20170803;080000;60.5240000
USDRUB;60;20170803;090000;60.5330000
USDRUB;60;20170803;100000;60.5240000
USDRUB;60;20170803;110000;60.5240000
USDRUB;60;20170803;120000;60.5369000
USDRUB;60;20170803;130000;60.6410000
USDRUB;60;20170803;140000;60.7946000
USDRUB;60;20170803;150000;60.6162000
USDRUB;60;20170803;160000;60.4977000
USDRUB;60;20170803;170000;60.5489000
USDRUB;60;20170803;180000;60.4488000
USDRUB;60;20170803;190000;60.2484000
USDRUB;60;20170803;200000;60.3111000
USDRUB;60;20170803;210000;60.1870000
USDRUB;60;20170803;220000;60.2031000
USDRUB;60;20170803;230000;60.2504000
USDRUB;60;20170804;000000;60.2613000
USDRUB;60;20170804;010000;60.3274000
USDRUB;60;20170804;020000;60.3280000
USDRUB;60;20170804;030000;60.3259000
USDRUB;60;20170804;040000;60.3470000
USDRUB;60;20170804;050000;60.3346000
USDRUB;60;20170804;060000;60.3346000
USDRUB;60;20170804;070000;60.3324000
USDRUB;60;20170804;080000;60.3340000
USDRUB;60;20170804;090000;60.3312000
USDRUB;60;20170804;100000;60.3349000
USDRUB;60;20170804;110000;60.3557000
USDRUB;60;20170804;120000;60.3790000
USDRUB;60;20170804;130000;60.4089000
USDRUB;60;20170804;140000;60.3458000
USDRUB;60;20170804;150000;60.3365000
USDRUB;60;20170804;160000;60.3762000
USDRUB;60;20170804;170000;60.4044000
USDRUB;60;20170804;180000;60.3012000
USDRUB;60;20170804;190000;60.1923000
USDRUB;60;20170804;200000;60.1256000
USDRUB;60;20170804;210000;59.9808000
USDRUB;60;20170804;220000;59.9290000
USDRUB;60;20170804;230000;59.9025000
USDRUB;60;20170805;000000;59.9330000
USDRUB;60;20170805;010000;59.9640000
USDRUB;60;20170805;020000;59.9737000
USDRUB;60;20170805;030000;59.9010000
USDRUB;60;20170805;040000;59.9597000
USDRUB;60;20170805;050000;59.9525000
USDRUB;60;20170806;230000;59.9310000
USDRUB;60;20170807;000000;59.9310000
USDRUB;60;20170807;010000;59.9310000
USDRUB;60;20170807;020000;59.9096000
USDRUB;60;20170807;030000;59.9099000
USDRUB;60;20170807;040000;59.8645000
USDRUB;60;20170807;050000;59.8620000
USDRUB;60;20170807;060000;59.8640000
USDRUB;60;20170807;070000;59.8730000
USDRUB;60;20170807;080000;59.8620000
USDRUB;60;20170807;090000;59.9105000
USDRUB;60;20170807;100000;59.9093000
USDRUB;60;20170807;110000;59.9600000
USDRUB;60;20170807;120000;59.9795000
USDRUB;60;20170807;130000;60.0647000
USDRUB;60;20170807;140000;60.0758000
USDRUB;60;20170807;150000;60.2523000
USDRUB;60;20170807;160000;60.1733000
USDRUB;60;20170807;170000;60.1324000
USDRUB;60;20170807;180000;60.1075000
USDRUB;60;20170807;190000;59.9770000
USDRUB;60;20170807;200000;59.9560000
USDRUB;60;20170807;210000;60.0800000
USDRUB;60;20170807;220000;60.0800000
USDRUB;60;20170807;230000;60.0000000
USDRUB;60;20170808;000000;59.9855000
USDRUB;60;20170808;010000;59.9715000
USDRUB;60;20170808;020000;59.9980000
USDRUB;60;20170808;030000;60.0170000
USDRUB;60;20170808;040000;60.0222000
USDRUB;60;20170808;050000;60.0027000
USDRUB;60;20170808;060000;60.0027000
USDRUB;60;20170808;070000;60.0023000
USDRUB;60;20170808;080000;60.0295000
USDRUB;60;20170808;090000;60.0295000
USDRUB;60;20170808;100000;60.0129000
USDRUB;60;20170808;110000;60.0459000
USDRUB;60;20170808;120000;60.0335000
USDRUB;60;20170808;130000;60.0610000
USDRUB;60;20170808;140000;59.9990000
USDRUB;60;20170808;150000;60.0130000
USDRUB;60;20170808;160000;59.9505000
USDRUB;60;20170808;170000;60.0155000
USDRUB;60;20170808;180000;60.0138000
USDRUB;60;20170808;190000;59.9646000
USDRUB;60;20170808;200000;59.8050000
USDRUB;60;20170808;210000;59.8873000
USDRUB;60;20170808;220000;59.7470000
USDRUB;60;20170808;230000;59.7109000
USDRUB;60;20170809;000000;59.7825000
USDRUB;60;20170809;010000;59.8155000
USDRUB;60;20170809;020000;59.8465000
USDRUB;60;20170809;030000;59.8633000
USDRUB;60;20170809;040000;59.8562000
USDRUB;60;20170809;050000;59.8712000
USDRUB;60;20170809;060000;59.8709000
USDRUB;60;20170809;070000;59.8901000
USDRUB;60;20170809;080000;59.9180000
USDRUB;60;20170809;090000;59.9236000
USDRUB;60;20170809;100000;59.8995000
USDRUB;60;20170809;110000;59.8495000
USDRUB;60;20170809;120000;59.8396000
USDRUB;60;20170809;130000;59.9325000
USDRUB;60;20170809;140000;59.9400000
USDRUB;60;20170809;150000;60.0190000
USDRUB;60;20170809;160000;59.9397000
USDRUB;60;20170809;170000;59.9363000
USDRUB;60;20170809;180000;59.9588000
USDRUB;60;20170809;190000;60.0360000
USDRUB;60;20170809;200000;60.0430000
USDRUB;60;20170809;210000;60.0502000
USDRUB;60;20170809;220000;60.1373000
USDRUB;60;20170809;230000;60.1338000
USDRUB;60;20170810;000000;60.1070000
USDRUB;60;20170810;010000;60.0938000
USDRUB;60;20170810;020000;59.9947000
USDRUB;60;20170810;030000;60.1568000
USDRUB;60;20170810;040000;60.0345000
USDRUB;60;20170810;050000;60.0127000
USDRUB;60;20170810;060000;59.9977000
USDRUB;60;20170810;070000;59.9984000
USDRUB;60;20170810;080000;59.8959000
USDRUB;60;20170810;090000;60.0318000
USDRUB;60;20170810;100000;59.9864000
USDRUB;60;20170810;110000;60.0475000
USDRUB;60;20170810;120000;60.0466000
USDRUB;60;20170810;130000;59.9862000
USDRUB;60;20170810;140000;59.8690000
USDRUB;60;20170810;150000;59.8678000
USDRUB;60;20170810;160000;59.8263000
USDRUB;60;20170810;170000;59.9571000
USDRUB;60;20170810;180000;59.9638000
USDRUB;60;20170810;190000;59.7463000
USDRUB;60;20170810;200000;59.8032000
USDRUB;60;20170810;210000;59.9080000
USDRUB;60;20170810;220000;59.9690000
USDRUB;60;20170810;230000;60.0343000
USDRUB;60;20170811;000000;60.0238000
USDRUB;60;20170811;010000;60.0085000
USDRUB;60;20170811;020000;60.1095000
USDRUB;60;20170811;030000;60.1117000
USDRUB;60;20170811;040000;60.1111000
USDRUB;60;20170811;050000;60.1137000
USDRUB;60;20170811;060000;60.1122000
USDRUB;60;20170811;070000;60.0766000
USDRUB;60;20170811;080000;60.0791000
USDRUB;60;20170811;090000;60.1145000
USDRUB;60;20170811;100000;60.0747000
USDRUB;60;20170811;110000;60.1449000
USDRUB;60;20170811;120000;60.1649000
USDRUB;60;20170811;130000;60.1778000
USDRUB;60;20170811;140000;60.0870000
USDRUB;60;20170811;150000;60.1235000
USDRUB;60;20170811;160000;60.1407000
USDRUB;60;20170811;170000;60.1559000
USDRUB;60;20170811;180000;60.0620000
USDRUB;60;20170811;190000;59.9640000
USDRUB;60;20170811;200000;59.9172000
USDRUB;60;20170811;210000;59.8850000
USDRUB;60;20170811;220000;59.9189000
USDRUB;60;20170811;230000;59.8464000
USDRUB;60;20170812;000000;59.8388000
USDRUB;60;20170812;010000;59.8185000
USDRUB;60;20170812;020000;59.8123000
USDRUB;60;20170812;030000;59.8315000
USDRUB;60;20170812;040000;59.8350000
USDRUB;60;20170812;050000;59.8418000
USDRUB;60;20170813;230000;59.8350000
USDRUB;60;20170814;000000;59.8350000
USDRUB;60;20170814;010000;59.8350000
USDRUB;60;20170814;020000;59.8392000
USDRUB;60;20170814;030000;59.6886000
USDRUB;60;20170814;040000;59.6624000
USDRUB;60;20170814;050000;59.8628000
USDRUB;60;20170814;060000;59.7465000
USDRUB;60;20170814;070000;59.7953000
USDRUB;60;20170814;080000;59.7770000
USDRUB;60;20170814;090000;59.7847000
USDRUB;60;20170814;100000;59.7897000
USDRUB;60;20170814;110000;59.7653000
USDRUB;60;20170814;120000;59.7575000
USDRUB;60;20170814;130000;59.7611000
USDRUB;60;20170814;140000;59.8160000
USDRUB;60;20170814;150000;59.8073000
USDRUB;60;20170814;160000;59.7778000
USDRUB;60;20170814;170000;59.7860000
USDRUB;60;20170814;180000;59.7318000
USDRUB;60;20170814;190000;59.8160000
USDRUB;60;20170814;200000;59.6838000
USDRUB;60;20170814;210000;59.5773000
USDRUB;60;20170814;220000;59.6607000
USDRUB;60;20170814;230000;59.7313000
USDRUB;60;20170815;000000;59.7870000
USDRUB;60;20170815;010000;59.8338000
USDRUB;60;20170815;020000;59.8555000
USDRUB;60;20170815;030000;59.9178000
USDRUB;60;20170815;040000;59.9159000
USDRUB;60;20170815;050000;59.8975000
USDRUB;60;20170815;060000;59.9030000
USDRUB;60;20170815;070000;59.8875000
USDRUB;60;20170815;080000;59.8710000
USDRUB;60;20170815;090000;59.8809000
USDRUB;60;20170815;100000;59.8735000
USDRUB;60;20170815;110000;59.8751000
USDRUB;60;20170815;120000;59.8744000
USDRUB;60;20170815;130000;59.9164000
USDRUB;60;20170815;140000;59.9221000
USDRUB;60;20170815;150000;59.8460000
USDRUB;60;20170815;160000;59.9435000
USDRUB;60;20170815;170000;59.9125000
USDRUB;60;20170815;180000;59.9638000
USDRUB;60;20170815;190000;60.0450000
USDRUB;60;20170815;200000;59.9951000
USDRUB;60;20170815;210000;59.8159000
USDRUB;60;20170815;220000;59.7614000
USDRUB;60;20170815;230000;59.7538000
USDRUB;60;20170816;000000;59.7880000
USDRUB;60;20170816;010000;59.7654000
USDRUB;60;20170816;020000;59.7532000
USDRUB;60;20170816;030000;59.6937000
USDRUB;60;20170816;040000;59.6825000
USDRUB;60;20170816;050000;59.6830000
USDRUB;60;20170816;060000;59.6861000
USDRUB;60;20170816;070000;59.7891000
USDRUB;60;20170816;080000;59.7669000
USDRUB;60;20170816;090000;59.8028000
USDRUB;60;20170816;100000;59.8097000
USDRUB;60;20170816;110000;59.8157000
USDRUB;60;20170816;120000;59.7815000
USDRUB;60;20170816;130000;59.6852000
USDRUB;60;20170816;140000;59.6595000
USDRUB;60;20170816;150000;59.6583000
USDRUB;60;20170816;160000;59.5184000
USDRUB;60;20170816;170000;59.5971000
USDRUB;60;20170816;180000;59.5399000
USDRUB;60;20170816;190000;59.4769000
USDRUB;60;20170816;200000;59.3632000
USDRUB;60;20170816;210000;59.2960000
USDRUB;60;20170816;220000;59.4429000
USDRUB;60;20170816;230000;59.4996000
USDRUB;60;20170817;000000;59.5285000
USDRUB;60;20170817;010000;59.4300000
USDRUB;60;20170817;020000;59.4000000
USDRUB;60;20170817;030000;59.3747000
USDRUB;60;20170817;040000;59.3731000
USDRUB;60;20170817;050000;59.3464000
USDRUB;60;20170817;060000;59.4071000
USDRUB;60;20170817;070000;59.3564000
USDRUB;60;20170817;080000;59.3568000
USDRUB;60;20170817;090000;59.3562000
USDRUB;60;20170817;100000;59.3020000
USDRUB;60;20170817;110000;59.3379000
USDRUB;60;20170817;120000;59.4015000
USDRUB;60;20170817;130000;59.3482000
USDRUB;60;20170817;140000;59.1899000
USDRUB;60;20170817;150000;59.1990000
USDRUB;60;20170817;160000;59.4118000
USDRUB;60;20170817;170000;59.4332000
USDRUB;60;20170817;180000;59.3290000
USDRUB;60;20170817;190000;59.4050000
USDRUB;60;20170817;200000;59.2372000
USDRUB;60;20170817;210000;59.1537000
USDRUB;60;20170817;220000;59.1332000
USDRUB;60;20170817;230000;59.0204000
USDRUB;60;20170818;000000;59.1042000
USDRUB;60;20170818;010000;59.0688000
USDRUB;60;20170818;020000;59.1850000
USDRUB;60;20170818;030000;59.1698000
USDRUB;60;20170818;040000;59.2125000
USDRUB;60;20170818;050000;59.2130000
USDRUB;60;20170818;060000;59.2195000
USDRUB;60;20170818;070000;59.2329000
USDRUB;60;20170818;080000;59.2280000
USDRUB;60;20170818;090000;59.2438000
USDRUB;60;20170818;100000;59.2578000
USDRUB;60;20170818;110000;59.2038000
USDRUB;60;20170818;120000;59.2444000
USDRUB;60;20170818;130000;59.2479000
USDRUB;60;20170818;140000;59.4150000
USDRUB;60;20170818;150000;59.3665000
USDRUB;60;20170818;160000;59.4345000
USDRUB;60;20170818;170000;59.3338000
USDRUB;60;20170818;180000;59.4167000
USDRUB;60;20170818;190000;59.3145000
USDRUB;60;20170818;200000;59.3865000
USDRUB;60;20170818;210000;59.3448000
USDRUB;60;20170818;220000;59.1270000
USDRUB;60;20170818;230000;59.0470000
USDRUB;60;20170819;000000;59.0628000
USDRUB;60;20170819;010000;59.0529000
USDRUB;60;20170819;020000;59.0240000
USDRUB;60;20170819;030000;58.9320000
USDRUB;60;20170819;040000;58.9774000
USDRUB;60;20170819;050000;58.9774000
USDRUB;60;20170820;230000;58.9190000
USDRUB;60;20170821;000000;58.9190000
USDRUB;60;20170821;010000;58.9190000
USDRUB;60;20170821;020000;58.7735000
USDRUB;60;20170821;030000;58.9636000
USDRUB;60;20170821;040000;58.8300000
USDRUB;60;20170821;050000;59.0806000
USDRUB;60;20170821;060000;59.0223000
USDRUB;60;20170821;070000;59.0692000
USDRUB;60;20170821;080000;59.0475000
USDRUB;60;20170821;090000;59.0568000
USDRUB;60;20170821;100000;59.1325000
USDRUB;60;20170821;110000;59.0443000
USDRUB;60;20170821;120000;59.0455000
USDRUB;60;20170821;130000;59.0788000
USDRUB;60;20170821;140000;59.0909000
USDRUB;60;20170821;150000;59.1088000
USDRUB;60;20170821;160000;59.0859000
USDRUB;60;20170821;170000;58.9643000
USDRUB;60;20170821;180000;59.0417000
USDRUB;60;20170821;190000;58.9309000
USDRUB;60;20170821;200000;58.9994000
USDRUB;60;20170821;210000;59.0077000
USDRUB;60;20170821;220000;59.0142000
USDRUB;60;20170821;230000;59.0515000
USDRUB;60;20170822;000000;59.1036000
USDRUB;60;20170822;010000;59.0912000
USDRUB;60;20170822;020000;59.0860000
USDRUB;60;20170822;030000;59.1295000
USDRUB;60;20170822;040000;59.1445000
USDRUB;60;20170822;050000;59.1313000
USDRUB;60;20170822;060000;59.1412000
USDRUB;60;20170822;070000;58.9898000
USDRUB;60;20170822;080000;59.0070000
USDRUB;60;20170822;090000;59.0710000
USDRUB;60;20170822;100000;59.0382000
USDRUB;60;20170822;110000;59.0460000
USDRUB;60;20170822;120000;59.0677000
USDRUB;60;20170822;130000;59.0695000
USDRUB;60;20170822;140000;59.0709000
USDRUB;60;20170822;150000;58.9915000
USDRUB;60;20170822;160000;59.0640000
USDRUB;60;20170822;170000;59.0545000
USDRUB;60;20170822;180000;59.0382000
USDRUB;60;20170822;190000;59.0587000
USDRUB;60;20170822;200000;58.9264000
USDRUB;60;20170822;210000;59.0007000
USDRUB;60;20170822;220000;59.0030000
USDRUB;60;20170822;230000;59.0170000
USDRUB;60;20170823;000000;59.0109000
USDRUB;60;20170823;010000;59.0060000
USDRUB;60;20170823;020000;59.0011000
USDRUB;60;20170823;030000;59.0495000
USDRUB;60;20170823;040000;59.0467000
USDRUB;60;20170823;050000;59.0588000
USDRUB;60;20170823;060000;59.0450000
USDRUB;60;20170823;070000;59.0633000
USDRUB;60;20170823;080000;59.0451000
USDRUB;60;20170823;090000;59.0491000
USDRUB;60;20170823;100000;59.0492000
USDRUB;60;20170823;110000;59.0658000
USDRUB;60;20170823;120000;59.0665000
USDRUB;60;20170823;130000;59.0762000
USDRUB;60;20170823;140000;59.1115000
USDRUB;60;20170823;150000;59.1335000
USDRUB;60;20170823;160000;59.0883000
USDRUB;60;20170823;170000;59.1230000
USDRUB;60;20170823;180000;59.1637000
USDRUB;60;20170823;190000;59.1439000
USDRUB;60;20170823;200000;59.1450000
USDRUB;60;20170823;210000;59.0556000
USDRUB;60;20170823;220000;59.0043000
USDRUB;60;20170823;230000;59.0924000
USDRUB;60;20170824;000000;59.0288000
USDRUB;60;20170824;010000;58.9980000
USDRUB;60;20170824;020000;59.0108000
USDRUB;60;20170824;030000;59.0432000
USDRUB;60;20170824;040000;59.0460000
USDRUB;60;20170824;050000;59.0280000
USDRUB;60;20170824;060000;59.0293000
USDRUB;60;20170824;070000;59.0417000
USDRUB;60;20170824;080000;59.0352000
USDRUB;60;20170824;090000;59.0518000
USDRUB;60;20170824;100000;59.0428000
USDRUB;60;20170824;110000;59.0593000
USDRUB;60;20170824;120000;59.0230000
USDRUB;60;20170824;130000;59.0770000
USDRUB;60;20170824;140000;59.1431000
USDRUB;60;20170824;150000;59.1695000
USDRUB;60;20170824;160000;59.1467000
USDRUB;60;20170824;170000;59.1399000
USDRUB;60;20170824;180000;59.1413000
USDRUB;60;20170824;190000;59.1043000
USDRUB;60;20170824;200000;59.1714000
USDRUB;60;20170824;210000;59.1644000
USDRUB;60;20170824;220000;59.2238000
USDRUB;60;20170824;230000;59.2485000
USDRUB;60;20170825;000000;59.1808000
USDRUB;60;20170825;010000;59.1493000
USDRUB;60;20170825;020000;59.1460000
USDRUB;60;20170825;030000;59.1249000
USDRUB;60;20170825;040000;59.1482000
USDRUB;60;20170825;050000;59.1490000
USDRUB;60;20170825;060000;59.1320000
USDRUB;60;20170825;070000;59.1545000
USDRUB;60;20170825;080000;59.1339000
USDRUB;60;20170825;090000;59.1610000
USDRUB;60;20170825;100000;59.1615000
USDRUB;60;20170825;110000;59.1425000
USDRUB;60;20170825;120000;59.1452000
USDRUB;60;20170825;130000;59.1117000
USDRUB;60;20170825;140000;59.1435000
USDRUB;60;20170825;150000;59.1346000
USDRUB;60;20170825;160000;59.1208000
USDRUB;60;20170825;170000;59.0785000
USDRUB;60;20170825;180000;59.1470000
USDRUB;60;20170825;190000;59.1240000
USDRUB;60;20170825;200000;59.1050000
USDRUB;60;20170825;210000;58.8150000
USDRUB;60;20170825;220000;58.8007000
USDRUB;60;20170825;230000;58.5934000
USDRUB;60;20170826;000000;58.6640000
USDRUB;60;20170826;010000;58.5920000
USDRUB;60;20170826;020000;58.5824000
USDRUB;60;20170826;030000;58.5520000
USDRUB;60;20170826;040000;58.3921000
USDRUB;60;20170826;050000;58.5854000
USDRUB;60;20170828;020000;58.3863000
USDRUB;60;20170828;030000;58.4970000
USDRUB;60;20170828;040000;58.5620000
USDRUB;60;20170828;050000;58.6275000
USDRUB;60;20170828;060000;58.6263000
USDRUB;60;20170828;070000;58.5746000
USDRUB;60;20170828;080000;58.5737000
USDRUB;60;20170828;090000;58.6617000
USDRUB;60;20170828;100000;58.6721000
USDRUB;60;20170828;110000;58.6820000
USDRUB;60;20170828;120000;58.6885000
USDRUB;60;20170828;130000;58.6587000
USDRUB;60;20170828;140000;58.6414000
USDRUB;60;20170828;150000;58.3600000
USDRUB;60;20170828;160000;58.4587000
USDRUB;60;20170828;170000;58.4111000
USDRUB;60;20170828;180000;58.4720000
USDRUB;60;20170828;190000;58.4585000
USDRUB;60;20170828;200000;58.5030000
USDRUB;60;20170828;210000;58.5345000
USDRUB;60;20170828;220000;58.5410000
USDRUB;60;20170828;230000;58.5355000
USDRUB;60;20170829;000000;58.4570000
USDRUB;60;20170829;010000;58.4440000
USDRUB;60;20170829;020000;58.4393000
USDRUB;60;20170829;030000;58.4381000
USDRUB;60;20170829;040000;58.5325000
USDRUB;60;20170829;050000;58.5427000
USDRUB;60;20170829;060000;58.5415000
USDRUB;60;20170829;070000;58.5385000
USDRUB;60;20170829;080000;58.5466000
USDRUB;60;20170829;090000;58.5460000
USDRUB;60;20170829;100000;58.5395000
USDRUB;60;20170829;110000;58.4055000
USDRUB;60;20170829;120000;58.4832000
USDRUB;60;20170829;130000;58.5678000
USDRUB;60;20170829;140000;58.5710000
USDRUB;60;20170829;150000;58.6375000
USDRUB;60;20170829;160000;58.8410000
USDRUB;60;20170829;170000;58.7323000
USDRUB;60;20170829;180000;58.7527000
USDRUB;60;20170829;190000;58.7523000
USDRUB;60;20170829;200000;58.7687000
USDRUB;60;20170829;210000;58.7570000
USDRUB;60;20170829;220000;58.7572000
USDRUB;60;20170829;230000;58.7460000
USDRUB;60;20170830;000000;58.6882000
USDRUB;60;20170830;010000;58.7503000
USDRUB;60;20170830;020000;58.7860000
USDRUB;60;20170830;030000;58.8177000
USDRUB;60;20170830;040000;58.7751000
USDRUB;60;20170830;050000;58.7820000
USDRUB;60;20170830;060000;58.7865000
USDRUB;60;20170830;070000;58.7870000
USDRUB;60;20170830;080000;58.7827000
USDRUB;60;20170830;090000;58.7798000
USDRUB;60;20170830;100000;58.8000000
USDRUB;60;20170830;110000;58.7930000
USDRUB;60;20170830;120000;58.7895000
USDRUB;60;20170830;130000;58.8011000
USDRUB;60;20170830;140000;58.6876000
USDRUB;60;20170830;150000;58.6885000
USDRUB;60;20170830;160000;58.6441000
USDRUB;60;20170830;170000;58.6197000
USDRUB;60;20170830;180000;58.5902000
USDRUB;60;20170830;190000;58.5320000
USDRUB;60;20170830;200000;58.4733000
USDRUB;60;20170830;210000;58.4132000
USDRUB;60;20170830;220000;58.3530000
USDRUB;60;20170830;230000;58.4123000
USDRUB;60;20170831;000000;58.4833000
USDRUB;60;20170831;010000;58.4768000
USDRUB;60;20170831;020000;58.5067000
USDRUB;60;20170831;030000;58.3531000
USDRUB;60;20170831;040000;58.4206000
USDRUB;60;20170831;050000;58.4383000
USDRUB;60;20170831;060000;58.3402000
USDRUB;60;20170831;070000;58.4280000
USDRUB;60;20170831;080000;58.4051000
USDRUB;60;20170831;090000;58.4570000
